concept_a,concept_b,source_syllabus,Course_Code,course_name,order_delta,domain_match,embedding_similarity,keyword_overlap,suggested_label,reason
Sliding Window,Standard Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,13,1,-0.0448,0.0,0,Low sim=-0.045
Sliding Window,Fast Ethernet (100 Mbps),6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,14,1,-0.0068,0.0,0,Low sim=-0.007
Error Control: Stop-and-Wait ARQ,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,1,1,0.4047,0.1111,1,Adjacent topics: delta=1 + sim=0.405
Error Control: Stop-and-Wait ARQ,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,3,1,0.1437,0.125,0,Low sim=0.144
Error Control: Stop-and-Wait ARQ,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,8,1,0.0152,0.0,0,Low sim=0.015
Error Control: Stop-and-Wait ARQ,Ethernet Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,10,1,0.0908,0.0,0,Low sim=0.091
Error Control: Stop-and-Wait ARQ,Standard Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,11,1,0.0081,0.0,0,Low sim=0.008
Error Control: Stop-and-Wait ARQ,Fast Ethernet (100 Mbps),6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,12,1,0.0524,0.0,0,Low sim=0.052
Error Control: Stop-and-Wait ARQ,Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,13,1,0.0073,0.0,0,Low sim=0.007
Error Control: Stop-and-Wait ARQ,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,14,1,0.0322,0.0,0,Low sim=0.032
Go-Back-N ARQ,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,2,1,0.0127,0.0,0,Low sim=0.013
Go-Back-N ARQ,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,7,1,0.0544,0.0,0,Low sim=0.054
Go-Back-N ARQ,Ethernet Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,9,1,0.1204,0.0,0,Low sim=0.120
Go-Back-N ARQ,Standard Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,10,1,0.1362,0.0,0,Low sim=0.136
Go-Back-N ARQ,Fast Ethernet (100 Mbps),6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,11,1,0.1067,0.0,0,Low sim=0.107
Go-Back-N ARQ,Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,12,1,0.0703,0.0,0,Low sim=0.070
Go-Back-N ARQ,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,13,1,0.0783,0.0,0,Low sim=0.078
Medium Access Control,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,5,1,0.2033,0.0,0,No signal: sim=0.203 delta=5 kw=0.000
Medium Access Control,Ethernet Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,7,1,0.2563,0.0,0,No signal: sim=0.256 delta=7 kw=0.000
Medium Access Control,Standard Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,8,1,0.2743,0.0,0,No signal: sim=0.274 delta=8 kw=0.000
Medium Access Control,Fast Ethernet (100 Mbps),6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,9,1,0.1875,0.0,0,No signal: sim=0.188 delta=9 kw=0.000
Medium Access Control,Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,10,1,0.156,0.0,0,No signal: sim=0.156 delta=10 kw=0.000
Medium Access Control,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,11,1,0.1796,0.0,0,No signal: sim=0.180 delta=11 kw=0.000
Medium Access Control,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,13,1,0.3793,0.0,0,Far apart: delta=13 + sim=0.379
Medium Access Control,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,14,1,0.2109,0.0,0,Far apart: delta=14 + sim=0.211
Link Layer Addressing,Ethernet Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,2,1,0.3566,0.0,1,Adjacent topics: delta=2 + sim=0.357
Link Layer Addressing,Standard Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,3,1,0.3274,0.0,0,No signal: sim=0.327 delta=3 kw=0.000
Link Layer Addressing,Fast Ethernet (100 Mbps),6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,4,1,0.2086,0.0,0,No signal: sim=0.209 delta=4 kw=0.000
Link Layer Addressing,Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,5,1,0.2577,0.0,0,No signal: sim=0.258 delta=5 kw=0.000
Link Layer Addressing,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,6,1,0.2799,0.0,0,No signal: sim=0.280 delta=6 kw=0.000
Link Layer Addressing,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,8,1,0.224,0.0,0,No signal: sim=0.224 delta=8 kw=0.000
Link Layer Addressing,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,9,1,0.188,0.0,0,No signal: sim=0.188 delta=9 kw=0.000
Ethernet Protocol,Standard Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,1,1,0.7288,0.3333,1,High sim=0.729 + delta=1
Ethernet Protocol,Fast Ethernet (100 Mbps),6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,2,1,0.5341,0.2,1,sim=0.534>=0.45 + delta=2<=5
Ethernet Protocol,Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,3,1,0.6121,0.3333,1,High sim=0.612 + delta=3
Ethernet Protocol,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,4,1,0.5342,0.25,1,sim=0.534>=0.45 + delta=4<=5
Ethernet Protocol,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,6,1,0.4338,0.3333,1,kw_overlap=0.333 + delta=6<=6
Ethernet Protocol,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,7,1,0.409,0.0,0,No signal: sim=0.409 delta=7 kw=0.000
Standard Ethernet,Fast Ethernet (100 Mbps),6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,1,1,0.6018,0.2,1,High sim=0.602 + delta=1
Standard Ethernet,Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,2,1,0.6922,0.3333,1,High sim=0.692 + delta=2
Standard Ethernet,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,3,1,0.6443,0.25,1,High sim=0.644 + delta=3
Standard Ethernet,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,5,1,0.217,0.0,0,No signal: sim=0.217 delta=5 kw=0.000
Standard Ethernet,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,6,1,0.3313,0.0,0,No signal: sim=0.331 delta=6 kw=0.000
Fast Ethernet (100 Mbps),Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,1,1,0.7058,0.2,1,High sim=0.706 + delta=1
Fast Ethernet (100 Mbps),10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,2,1,0.7027,0.1667,1,High sim=0.703 + delta=2
Fast Ethernet (100 Mbps),HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,4,1,0.1748,0.0,0,No signal: sim=0.175 delta=4 kw=0.000
Fast Ethernet (100 Mbps),IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,5,1,0.2798,0.0,0,No signal: sim=0.280 delta=5 kw=0.000
Gigabit Ethernet,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,1,1,0.8869,0.6667,1,Lexical containment + delta=1
Gigabit Ethernet,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,3,1,0.1306,0.0,0,Low sim=0.131
Gigabit Ethernet,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,4,1,0.3044,0.0,0,No signal: sim=0.304 delta=4 kw=0.000
10-Gigabit Ethernet,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,2,1,0.0984,0.0,0,Low sim=0.098
10-Gigabit Ethernet,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,3,1,0.3096,0.0,0,No signal: sim=0.310 delta=3 kw=0.000
HDLC Protocol,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344113,Computer Network,1,1,0.16,0.0,0,No signal: sim=0.160 delta=1 kw=0.000
Text Books,Packet analysis with Wire shark,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2344115,Network Design,6,1,0.0484,0.0,0,Low sim=0.048
ChatGPT-like models,Search Techniques,SEM-V.pdf,2165112,Artificial,3,1,0.1838,0.0,0,No signal: sim=0.184 delta=3 kw=0.000
Agile Quality,"Agile Metrics, Agile Approach to Quality",SEM-V.pdf,2165113,Agile Software,1,1,0.845,0.4,1,High sim=0.845 + delta=1
Agile Quality,"Testing: Functionality Testing, UI Testing",SEM-V.pdf,2165113,Agile Software,2,1,0.2169,0.0,1,Adjacent topics: delta=2 + sim=0.217
Agile Quality,Testing: Principles of Agile Testers,SEM-V.pdf,2165113,Agile Software,4,1,0.6001,0.1667,1,High sim=0.600 + delta=4
Agile Quality,"Testing Quadrants, Test Driven Development",SEM-V.pdf,2165113,Agile Software,6,1,0.2716,0.0,0,No signal: sim=0.272 delta=6 kw=0.000
"Agile Metrics, Agile Approach to Quality","Testing: Functionality Testing, UI Testing",SEM-V.pdf,2165113,Agile Software,1,1,0.2052,0.0,1,Adjacent topics: delta=1 + sim=0.205
"Agile Metrics, Agile Approach to Quality",Testing: Principles of Agile Testers,SEM-V.pdf,2165113,Agile Software,3,1,0.506,0.1111,1,sim=0.506>=0.45 + delta=3<=5
"Agile Metrics, Agile Approach to Quality","Testing Quadrants, Test Driven Development",SEM-V.pdf,2165113,Agile Software,5,1,0.27,0.0,0,No signal: sim=0.270 delta=5 kw=0.000
"Agile Metrics, Agile Approach to Quality","Agility, DevOps and Continuous Testing",SEM-V.pdf,2165113,Agile Software,14,1,0.3508,0.0,0,Far apart: delta=14 + sim=0.351
"Testing: Functionality Testing, UI Testing",Testing: Principles of Agile Testers,SEM-V.pdf,2165113,Agile Software,2,1,0.5561,0.1429,1,sim=0.556>=0.45 + delta=2<=5
"Testing: Functionality Testing, UI Testing","Testing Quadrants, Test Driven Development",SEM-V.pdf,2165113,Agile Software,4,1,0.4938,0.1429,1,sim=0.494>=0.45 + delta=4<=5
"Testing: Functionality Testing, UI Testing","Agility, DevOps and Continuous Testing",SEM-V.pdf,2165113,Agile Software,13,1,0.3721,0.1429,0,Far apart: delta=13 + sim=0.372
Testing: Principles of Agile Testers,"Testing Quadrants, Test Driven Development",SEM-V.pdf,2165113,Agile Software,2,1,0.5293,0.1111,1,sim=0.529>=0.45 + delta=2<=5
Testing: Principles of Agile Testers,"Agility, DevOps and Continuous Testing",SEM-V.pdf,2165113,Agile Software,11,1,0.5555,0.1111,0,No signal: sim=0.555 delta=11 kw=0.111
"Testing Quadrants, Test Driven Development","Agility, DevOps and Continuous Testing",SEM-V.pdf,2165113,Agile Software,9,1,0.4524,0.1111,0,No signal: sim=0.452 delta=9 kw=0.111
"Testing Quadrants, Test Driven Development",Source Tools in DevOps,SEM-V.pdf,2165113,Agile Software,13,1,0.2443,0.0,0,Far apart: delta=13 + sim=0.244
"Agility, DevOps and Continuous Testing",Source Tools in DevOps,SEM-V.pdf,2165113,Agile Software,4,1,0.5209,0.125,1,sim=0.521>=0.45 + delta=4<=5
"Agility, DevOps and Continuous Testing",Text Books,SEM-V.pdf,2165113,Agile Software,9,1,0.0021,0.0,0,Low sim=0.002
Source Tools in DevOps,Text Books,SEM-V.pdf,2165113,Agile Software,5,1,0.1,0.0,0,Low sim=0.100
1/blob/master/book/Practical%20DevOps.pdf,University of Mumbai,SEM-V.pdf,2165113,Agile Software,12,1,0.2336,0.0,0,Far apart: delta=12 + sim=0.234
University of Mumbai,(b) must be from any other Module,SEM-V.pdf,2165113,Agile Software,10,1,0.1261,0.0,0,Low sim=0.126
Custom Hooks creation,Low-code/No-code development,SEM-V.pdf,2165114,Web and,2,1,0.1549,0.0,0,No signal: sim=0.155 delta=2 kw=0.000
User Experience,Design with VR,SEM-V.pdf,2165115,User Experience,1,1,0.4292,0.0,1,Adjacent topics: delta=1 + sim=0.429
Supervised Learning,Learning Techniques,SEM-V.pdf,2166111,Machine,2,1,0.598,0.3333,1,sim=0.598>=0.45 + delta=2<=5
Supervised Learning,Multi-class SVMs,SEM-V.pdf,2166111,Machine,4,1,0.4467,0.0,0,No signal: sim=0.447 delta=4 kw=0.000
Supervised Learning,Principal Component Analysis,SEM-V.pdf,2166111,Machine,6,1,0.4363,0.0,0,No signal: sim=0.436 delta=6 kw=0.000
Supervised Learning,Model Accuracy,SEM-V.pdf,2166111,Machine,9,1,0.3085,0.0,0,No signal: sim=0.308 delta=9 kw=0.000
Learning Techniques,Multi-class SVMs,SEM-V.pdf,2166111,Machine,2,1,0.3602,0.0,1,Adjacent topics: delta=2 + sim=0.360
Learning Techniques,Principal Component Analysis,SEM-V.pdf,2166111,Machine,4,1,0.3603,0.0,0,No signal: sim=0.360 delta=4 kw=0.000
Learning Techniques,Model Accuracy,SEM-V.pdf,2166111,Machine,7,1,0.286,0.0,0,No signal: sim=0.286 delta=7 kw=0.000
Multi-class SVMs,Principal Component Analysis,SEM-V.pdf,2166111,Machine,2,1,0.372,0.0,1,Adjacent topics: delta=2 + sim=0.372
Multi-class SVMs,Model Accuracy,SEM-V.pdf,2166111,Machine,5,1,0.1955,0.0,0,No signal: sim=0.196 delta=5 kw=0.000
Principal Component Analysis,Model Accuracy,SEM-V.pdf,2166111,Machine,3,1,0.2405,0.0,0,No signal: sim=0.241 delta=3 kw=0.000
Introduction to Data Analytics,Data Analytics life cycle,SEM-V.pdf,2166112,Data Analytics,3,1,0.5806,0.3333,1,sim=0.581>=0.45 + delta=3<=5
Introduction to Data Analytics,Types of analytics,SEM-V.pdf,2166112,Data Analytics,5,1,0.5219,0.1667,1,sim=0.522>=0.45 + delta=5<=5
Introduction to Data Analytics,Data Analytics,SEM-V.pdf,2166112,Data Analytics,10,1,0.7129,0.5,1,High sim=0.713 + delta=10
Data Analytics life cycle,Types of analytics,SEM-V.pdf,2166112,Data Analytics,2,1,0.5176,0.1667,1,sim=0.518>=0.45 + delta=2<=5
Data Analytics life cycle,Data Analytics,SEM-V.pdf,2166112,Data Analytics,7,1,0.6709,0.5,1,High sim=0.671 + delta=7
Types of analytics,Data Analytics,SEM-V.pdf,2166112,Data Analytics,5,1,0.6715,0.25,1,High sim=0.672 + delta=5
Block Ciphers,Digital Certificates,SEM-V.pdf,2166114,Security,2,1,0.1887,0.0,0,No signal: sim=0.189 delta=2 kw=0.000
Block Ciphers,Real-World Case Studies,SEM-V.pdf,2166114,Security,4,1,0.0288,0.0,0,Low sim=0.029
Block Ciphers,Secure Coding Practices,SEM-V.pdf,2166114,Security,6,1,0.3795,0.0,0,No signal: sim=0.380 delta=6 kw=0.000
Digital Certificates,Real-World Case Studies,SEM-V.pdf,2166114,Security,2,1,0.1585,0.0,0,No signal: sim=0.159 delta=2 kw=0.000
Digital Certificates,Secure Coding Practices,SEM-V.pdf,2166114,Security,4,1,0.1823,0.0,0,No signal: sim=0.182 delta=4 kw=0.000
Real-World Case Studies,Secure Coding Practices,SEM-V.pdf,2166114,Security,2,1,0.1644,0.0,0,No signal: sim=0.164 delta=2 kw=0.000
Metrics: Measuring performance,Convergence Speed,SEM-V.pdf,2166115,Nature-,2,1,0.2441,0.0,1,Adjacent topics: delta=2 + sim=0.244
Metrics: Measuring performance,Evolution Strategies and Evolutionary Programming,SEM-V.pdf,2166115,Nature-,8,1,0.1529,0.0,0,No signal: sim=0.153 delta=8 kw=0.000
Metrics: Measuring performance,Edge Systems: Application in feature selection,SEM-V.pdf,2166115,Nature-,11,1,0.1944,0.0,0,No signal: sim=0.194 delta=11 kw=0.000
Metrics: Measuring performance,Edge resource optimization,SEM-V.pdf,2166115,Nature-,14,1,0.2601,0.0,0,Far apart: delta=14 + sim=0.260
Convergence Speed,Evolution Strategies and Evolutionary Programming,SEM-V.pdf,2166115,Nature-,6,1,0.1279,0.0,0,Low sim=0.128
Convergence Speed,Edge Systems: Application in feature selection,SEM-V.pdf,2166115,Nature-,9,1,0.1086,0.0,0,Low sim=0.109
Convergence Speed,Edge resource optimization,SEM-V.pdf,2166115,Nature-,12,1,0.1788,0.0,0,Far apart: delta=12 + sim=0.179
Evolution Strategies and Evolutionary Programming,Edge Systems: Application in feature selection,SEM-V.pdf,2166115,Nature-,3,1,0.1451,0.0,0,Low sim=0.145
Evolution Strategies and Evolutionary Programming,Edge resource optimization,SEM-V.pdf,2166115,Nature-,6,1,0.2344,0.0,0,No signal: sim=0.234 delta=6 kw=0.000
Edge Systems: Application in feature selection,Edge resource optimization,SEM-V.pdf,2166115,Nature-,3,1,0.5775,0.125,1,sim=0.577>=0.45 + delta=3<=5
Enhancement techniques,Morphological watersheds,SEM-V.pdf,2166117,Digital Imaging,4,1,0.234,0.0,0,No signal: sim=0.234 delta=4 kw=0.000
"Blockchain, UTXO and double spending problem",Common security threats in Blockchain,SEM-V.pdf,2166118,Blockchain,1,1,0.3931,0.1,1,Adjacent topics: delta=1 + sim=0.393
"Blockchain, UTXO and double spending problem",Cryptocurrency Valuation Models,SEM-V.pdf,2166118,Blockchain,4,1,0.3104,0.0,0,No signal: sim=0.310 delta=4 kw=0.000
"Blockchain, UTXO and double spending problem",Models on Blockchain: decentralized AI,SEM-V.pdf,2166118,Blockchain,10,1,0.3429,0.1,0,No signal: sim=0.343 delta=10 kw=0.100
Common security threats in Blockchain,Cryptocurrency Valuation Models,SEM-V.pdf,2166118,Blockchain,3,1,0.3077,0.0,0,No signal: sim=0.308 delta=3 kw=0.000
Common security threats in Blockchain,Models on Blockchain: decentralized AI,SEM-V.pdf,2166118,Blockchain,9,1,0.4405,0.1111,0,No signal: sim=0.440 delta=9 kw=0.111
Cryptocurrency Valuation Models,Models on Blockchain: decentralized AI,SEM-V.pdf,2166118,Blockchain,6,1,0.4882,0.1429,0,No signal: sim=0.488 delta=6 kw=0.143
Models on Blockchain: decentralized AI,Text Books,SEM-V.pdf,2166118,Blockchain,10,1,0.1251,0.0,0,Low sim=0.125
Text Books,"Depth: Learn, Build and Deploy Blockchain",SEM-V.pdf,2166118,Blockchain,11,1,0.1344,0.0,0,Low sim=0.134
Smart City (Parking or Waste Management),Connected Car System,SEM-V.pdf,2166121,Internet of Things,1,1,0.2898,0.0,1,Adjacent topics: delta=1 + sim=0.290
Smart City (Parking or Waste Management),Smart Agriculture (Irrigation or Environmental Monitoring),SEM-V.pdf,2166121,Internet of Things,2,1,0.3476,0.2,1,Adjacent topics: delta=2 + sim=0.348
Connected Car System,Smart Agriculture (Irrigation or Environmental Monitoring),SEM-V.pdf,2166121,Internet of Things,1,1,0.1212,0.0,0,Low sim=0.121
IoT data processing,Task offloading strategies: local vs cloud,SEM-V.pdf,2166124,Edge Computing,1,1,0.21,0.0,1,Adjacent topics: delta=1 + sim=0.210
IoT data processing,Edge and Fog Computing platforms and Services,SEM-V.pdf,2166124,Edge Computing,2,1,0.3743,0.0,1,Adjacent topics: delta=2 + sim=0.374
Task offloading strategies: local vs cloud,Edge and Fog Computing platforms and Services,SEM-V.pdf,2166124,Edge Computing,1,1,0.3932,0.0,1,Adjacent topics: delta=1 + sim=0.393
